Data,Categoria,Origem,Especie,Rubrica,Alinea,Subalinea,Plano Conta,Tipo,Valor Previsto,_previsao,Valor Atualizado,_atualizado,Valor Realizado,_realizado
02/01/2026,10000000000 - Receitas Correntes,"11000000000 - Impostos, Taxas e Contribuicoes de Melhoria",11200000000 - Taxas,11220000000 - Taxas pela Prestacao de Servicos,11220100000 - Taxas pela Prestacao de Servicos em Geral,11220101000 - Taxas pela Prestacao de Servicos em Geral - Principal,11220101009 - Taxas Diversas,Orcamentaria,"R$ 5.000,00",5000.0,"R$ 5.000,00",5000.0,"R$ 16,10",16.1
02/01/2026,10000000000 - Receitas Correntes,"11000000000 - Impostos, Taxas e Contribuicoes de Melhoria",11100000000 - Impostos,11120000000 - Impostos sobre o Patrimonio,11125000000 - Imposto sobre a Propriedade Predial e Territorial Urbana,11125003000 - Imposto sobre a Propriedade Predial e Territorial Urbana - Divida Ativa,11125003000 - Imposto sobre a Propriedade Predial e Territorial Urbana - Divida Ativa,Orcamentaria,"R$ 1.442.500,00",1442500.0,"R$ 1.442.500,00",1442500.0,"R$ 1.600,75",1600.75
02/01/2026,10000000000 - Receitas Correntes,"11000000000 - Impostos, Taxas e Contribuicoes de Melhoria",11100000000 - Impostos,11120000000 - Impostos sobre o Patrimonio,11125300000 - Impostos sobre Transmissao Inter Vivos de Bens Imoveis e de Direitos Reais sobre Imoveis,11125301000 - Impost.sobre Transm.Int.Vivos de Bens Imoveis e de Direit.Reais sobre Imoveis-Principal,11125301000 - Impost.sobre Transm.Int.Vivos de Bens Imoveis e de Direit.Reais sobre Imoveis-Principal,Orcamentaria,"R$ 3.065.000,00",3065000.0,"R$ 3.065.000,00",3065000.0,"R$ 1.706,86",1706.86
02/01/2026,10000000000 - Receitas Correntes,"11000000000 - Impostos, Taxas e Contribuicoes de Melhoria",11100000000 - Impostos,11140000000 - Impostos sobre a Producao e Circulacao de Mercadorias e Servicos,11145100000 - Impostos sobre Servicos,11145111000 - Imposto sobre Servicos de Qualquer Natureza - ISSQN - Principal,11145111000 - Imposto sobre Servicos de Qualquer Natureza - ISSQN - Principal,Orcamentaria,"R$ 1.854.216,00",1854216.0,"R$ 1.854.216,00",1854216.0,"R$ 1.003,15",1003.15
02/01/2026,10000000000 - Receitas Correntes,"11000000000 - Impostos, Taxas e Contribuicoes de Melhoria",11200000000 - Taxas,11210000000 - Taxas pelo Exercicio do Poder de Policia,"11210100000 - Taxas de Inspecao, Controle e Fiscalizacao","11210101000 - Taxas de Inspecao, Controle e Fiscalizacao - Principal",11210101001 - Taxa Lic Func Estab Com Ind e Prest Serv,Orcamentaria,"R$ 0,00",0.0,"R$ 0,00",0.0,"R$ 307,17",307.17
02/01/2026,10000000000 - Receitas Correntes,"11000000000 - Impostos, Taxas e Contribuicoes de Melhoria",11100000000 - Impostos,11120000000 - Impostos sobre o Patrimonio,11125000000 - Imposto sobre a Propriedade Predial e Territorial Urbana,11125001000 - Imposto sobre a Propriedade Predial e Territorial Urbana - Principal,11125001000 - Imposto sobre a Propriedade Predial e Territorial Urbana - Principal,Orcamentaria,"R$ 3.526.942,25",3526942.25,"R$ 3.526.942,25",3526942.25,"R$ 439,79",439.79
02/01/2026,10000000000 - Receitas Correntes,"11000000000 - Impostos, Taxas e Contribuicoes de Melhoria",11100000000 - Impostos,11140000000 - Impostos sobre a Producao e Circulacao de Mercadorias e Servicos,11145100000 - Impostos sobre Servicos,11145111000 - Imposto sobre Servicos de Qualquer Natureza - ISSQN - Principal,11145111000 - Imposto sobre Servicos de Qualquer Natureza - ISSQN - Principal,Orcamentaria,"R$ 243.927,09",243927.09,"R$ 243.927,09",243927.09,"R$ 844,76",844.76
02/01/2026,10000000000 - Receitas Correntes,"11000000000 - Impostos, Taxas e Contribuicoes de Melhoria",11100000000 - Impostos,11120000000 - Impostos sobre o Patrimonio,11125300000 - Impostos sobre Transmissao Inter Vivos de Bens Imoveis e de Direitos Reais sobre Imoveis,11125301000 - Impost.sobre Transm.Int.Vivos de Bens Imoveis e de Direit.Reais sobre Imoveis-Principal,11125301000 - Impost.sobre Transm.Int.Vivos de Bens Imoveis e de Direit.Reais sobre Imoveis-Principal,Orcamentaria,"R$ 560.000,00",560000.0,"R$ 560.000,00",560000.0,"R$ 311,86",311.86
02/01/2026,10000000000 - Receitas Correntes,"11000000000 - Impostos, Taxas e Contribuicoes de Melhoria",11100000000 - Impostos,11140000000 - Impostos sobre a Producao e Circulacao de Mercadorias e Servicos,11145100000 - Impostos sobre Servicos,11145111000 - Imposto sobre Servicos de Qualquer Natureza - ISSQN - Principal,11145111000 - Imposto sobre Servicos de Qualquer Natureza - ISSQN - Principal,Orcamentaria,"R$ 1.084.338,00",1084338.0,"R$ 1.084.338,00",1084338.0,"R$ 586,64",586.64
02/01/2026,10000000000 - Receitas Correntes,"11000000000 - Impostos, Taxas e Contribuicoes de Melhoria",11100000000 - Impostos,11120000000 - Impostos sobre o Patrimonio,11125000000 - Imposto sobre a Propriedade Predial e Territorial Urbana,11125003000 - Imposto sobre a Propriedade Predial e Territorial Urbana - Divida Ativa,11125003000 - Imposto sobre a Propriedade Predial e Territorial Urbana - Divida Ativa,Orcamentaria,"R$ 120.000,00",120000.0,"R$ 120.000,00",120000.0,"R$ 133,16",133.16
02/01/2026,10000000000 - Receitas Correntes,"11000000000 - Impostos, Taxas e Contribuicoes de Melhoria",11100000000 - Impostos,11140000000 - Impostos sobre a Producao e Circulacao de Mercadorias e Servicos,11145100000 - Impostos sobre Servicos,11145112000 - Imposto sobre Servicos de Qualquer Natureza - ISSQN - Multas e Juros de Mora,11145112000 - Imposto sobre Servicos de Qualquer Natureza - ISSQN - Multas e Juros de Mora,Orcamentaria,"R$ 12.500,00",12500.0,"R$ 12.500,00",12500.0,"R$ 111,00",111.0
02/01/2026,10000000000 - Receitas Correntes,"11000000000 - Impostos, Taxas e Contribuicoes de Melhoria",11200000000 - Taxas,11220000000 - Taxas pela Prestacao de Servicos,11220100000 - Taxas pela Prestacao de Servicos em Geral,11220101000 - Taxas pela Prestacao de Servicos em Geral - Principal,11220101007 - Outras Taxas pela Prestacao de Servicos,Orcamentaria,"R$ 150.000,00",150000.0,"R$ 150.000,00",150000.0,"R$ 165,40",165.4
02/01/2026,10000000000 - Receitas Correntes,"11000000000 - Impostos, Taxas e Contribuicoes de Melhoria",11100000000 - Impostos,11140000000 - Impostos sobre a Producao e Circulacao de Mercadorias e Servicos,11145100000 - Impostos sobre Servicos,11145112000 - Imposto sobre Servicos de Qualquer Natureza - ISSQN - Multas e Juros de Mora,11145112000 - Imposto sobre Servicos de Qualquer Natureza - ISSQN - Multas e Juros de Mora,Orcamentaria,"R$ 29.500,00",29500.0,"R$ 29.500,00",29500.0,"R$ 261,97",261.97
02/01/2026,10000000000 - Receitas Correntes,"11000000000 - Impostos, Taxas e Contribuicoes de Melhoria",11100000000 - Impostos,11120000000 - Impostos sobre o Patrimonio,11125000000 - Imposto sobre a Propriedade Predial e Territorial Urbana,11125004000 - Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros de Mora da Divida Ativa,11125004000 - Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros de Mora da Divida Ativa,Orcamentaria,"R$ 37.500,00",37500.0,"R$ 37.500,00",37500.0,"R$ 13,39",13.39
02/01/2026,10000000000 - Receitas Correntes,"11000000000 - Impostos, Taxas e Contribuicoes de Melhoria",11100000000 - Impostos,11120000000 - Impostos sobre o Patrimonio,11125000000 - Imposto sobre a Propriedade Predial e Territorial Urbana,11125004000 - Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros de Mora da Divida Ativa,11125004000 - Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros de Mora da Divida Ativa,Orcamentaria,"R$ 24.000,00",24000.0,"R$ 24.000,00",24000.0,"R$ 8,57",8.57
02/01/2026,10000000000 - Receitas Correntes,"11000000000 - Impostos, Taxas e Contribuicoes de Melhoria",11200000000 - Taxas,11210000000 - Taxas pelo Exercicio do Poder de Policia,"11210100000 - Taxas de Inspecao, Controle e Fiscalizacao","11210101000 - Taxas de Inspecao, Controle e Fiscalizacao - Principal",11210101002 - Taxa de Licenca para a Execucao de Obras,Orcamentaria,"R$ 20.000,00",20000.0,"R$ 20.000,00",20000.0,"R$ 67,09",67.09
02/01/2026,10000000000 - Receitas Correntes,"11000000000 - Impostos, Taxas e Contribuicoes de Melhoria",11100000000 - Impostos,11120000000 - Impostos sobre o Patrimonio,11125300000 - Impostos sobre Transmissao Inter Vivos de Bens Imoveis e de Direitos Reais sobre Imoveis,11125301000 - Impost.sobre Transm.Int.Vivos de Bens Imoveis e de Direit.Reais sobre Imoveis-Principal,11125301000 - Impost.sobre Transm.Int.Vivos de Bens Imoveis e de Direit.Reais sobre Imoveis-Principal,Orcamentaria,"R$ 875.000,00",875000.0,"R$ 875.000,00",875000.0,"R$ 487,28",487.28
02/01/2026,10000000000 - Receitas Correntes,"11000000000 - Impostos, Taxas e Contribuicoes de Melhoria",11100000000 - Impostos,11120000000 - Impostos sobre o Patrimonio,11125000000 - Imposto sobre a Propriedade Predial e Territorial Urbana,11125002000 - Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros de Mora,11125002000 - Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros de Mora,Orcamentaria,"R$ 800,00",800.0,"R$ 800,00",800.0,"R$ 6,35",6.35
02/01/2026,10000000000 - Receitas Correntes,"11000000000 - Impostos, Taxas e Contribuicoes de Melhoria",11200000000 - Taxas,11220000000 - Taxas pela Prestacao de Servicos,11220100000 - Taxas pela Prestacao de Servicos em Geral,11220101000 - Taxas pela Prestacao de Servicos em Geral - Principal,11220101004 - Taxa de Coleta Domiciliar Esgoto,Orcamentaria,"R$ 68.000,00",68000.0,"R$ 68.000,00",68000.0,"R$ 657,48",657.48
02/01/2026,10000000000 - Receitas Correntes,"11000000000 - Impostos, Taxas e Contribuicoes de Melhoria",11200000000 - Taxas,11220000000 - Taxas pela Prestacao de Servicos,11220100000 - Taxas pela Prestacao de Servicos em Geral,11220103000 - Taxas pela Prestacao de Servicos em Geral - Divida Ativa,11220103009 - Taxas diversas Div. Ativa,Orcamentaria,"R$ 0,00",0.0,"R$ 0,00",0.0,"R$ 2.098,62",2098.62
02/01/2026,10000000000 - Receitas Correntes,"11000000000 - Impostos, Taxas e Contribuicoes de Melhoria",11100000000 - Impostos,11120000000 - Impostos sobre o Patrimonio,11125000000 - Imposto sobre a Propriedade Predial e Territorial Urbana,11125002000 - Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros de Mora,11125002000 - Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros de Mora,Orcamentaria,"R$ 1.255,00",1255.0,"R$ 1.255,00",1255.0,"R$ 9,92",9.92
02/01/2026,10000000000 - Receitas Correntes,"11000000000 - Impostos, Taxas e Contribuicoes de Melhoria",11100000000 - Impostos,11120000000 - Impostos sobre o Patrimonio,11125000000 - Imposto sobre a Propriedade Predial e Territorial Urbana,11125003000 - Imposto sobre a Propriedade Predial e Territorial Urbana - Divida Ativa,11125003000 - Imposto sobre a Propriedade Predial e Territorial Urbana - Divida Ativa,Orcamentaria,"R$ 187.500,00",187500.0,"R$ 187.500,00",187500.0,"R$ 208,07",208.07
02/01/2026,10000000000 - Receitas Correntes,"11000000000 - Impostos, Taxas e Contribuicoes de Melhoria",11100000000 - Impostos,11120000000 - Impostos sobre o Patrimonio,11125000000 - Imposto sobre a Propriedade Predial e Territorial Urbana,11125002000 - Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros de Mora,11125002000 - Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros de Mora,Orcamentaria,"R$ 2.945,00",2945.0,"R$ 2.945,00",2945.0,"R$ 23,40",23.4
02/01/2026,10000000000 - Receitas Correntes,"11000000000 - Impostos, Taxas e Contribuicoes de Melhoria",11100000000 - Impostos,11120000000 - Impostos sobre o Patrimonio,11125000000 - Imposto sobre a Propriedade Predial e Territorial Urbana,11125004000 - Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros de Mora da Divida Ativa,11125004000 - Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros de Mora da Divida Ativa,Orcamentaria,"R$ 88.500,00",88500.0,"R$ 88.500,00",88500.0,"R$ 31,62",31.62
02/01/2026,10000000000 - Receitas Correntes,"11000000000 - Impostos, Taxas e Contribuicoes de Melhoria",11200000000 - Taxas,11220000000 - Taxas pela Prestacao de Servicos,11220100000 - Taxas pela Prestacao de Servicos em Geral,11220101000 - Taxas pela Prestacao de Servicos em Geral - Principal,11220101003 - Outras Taxas pela Prest de Servico,Orcamentaria,"R$ 200.000,00",200000.0,"R$ 200.000,00",200000.0,"R$ 109,59",109.59
02/01/2026,10000000000 - Receitas Correntes,"11000000000 - Impostos, Taxas e Contribuicoes de Melhoria",11200000000 - Taxas,11220000000 - Taxas pela Prestacao de Servicos,11220100000 - Taxas pela Prestacao de Servicos em Geral,11220104000 - Taxas pela Prestacao de Servicos em Geral - Multas e Juros de Mora da Divida Ativa,11220104009 - Taxas Diversas DA Mult/Juros,Orcamentaria,"R$ 10.000,00",10000.0,"R$ 10.000,00",10000.0,"R$ 72,10",72.1
02/01/2026,10000000000 - Receitas Correntes,"11000000000 - Impostos, Taxas e Contribuicoes de Melhoria",11100000000 - Impostos,11140000000 - Impostos sobre a Producao e Circulacao de Mercadorias e Servicos,11145100000 - Impostos sobre Servicos,11145112000 - Imposto sobre Servicos de Qualquer Natureza - ISSQN - Multas e Juros de Mora,11145112000 - Imposto sobre Servicos de Qualquer Natureza - ISSQN - Multas e Juros de Mora,Orcamentaria,"R$ 8.000,00",8000.0,"R$ 8.000,00",8000.0,"R$ 71,04",71.04
02/01/2026,10000000000 - Receitas Correntes,"11000000000 - Impostos, Taxas e Contribuicoes de Melhoria",11200000000 - Taxas,11220000000 - Taxas pela Prestacao de Servicos,11220100000 - Taxas pela Prestacao de Servicos em Geral,11220101000 - Taxas pela Prestacao de Servicos em Geral - Principal,11220101001 - Taxas de Cemiterio,Orcamentaria,"R$ 200.000,00",200000.0,"R$ 200.000,00",200000.0,"R$ 104,34",104.34
02/01/2026,10000000000 - Receitas Correntes,"11000000000 - Impostos, Taxas e Contribuicoes de Melhoria",11100000000 - Impostos,11120000000 - Impostos sobre o Patrimonio,11125000000 - Imposto sobre a Propriedade Predial e Territorial Urbana,11125001000 - Imposto sobre a Propriedade Predial e Territorial Urbana - Principal,11125001000 - Imposto sobre a Propriedade Predial e Territorial Urbana - Principal,Orcamentaria,"R$ 9.078.103,59",9078103.59,"R$ 9.078.103,59",9078103.59,"R$ 1.131,97",1131.97
05/01/2026,10000000000 - Receitas Correntes,"11000000000 - Impostos, Taxas e Contribuicoes de Melhoria",11100000000 - Impostos,11120000000 - Impostos sobre o Patrimonio,11125000000 - Imposto sobre a Propriedade Predial e Territorial Urbana,11125003000 - Imposto sobre a Propriedade Predial e Territorial Urbana - Divida Ativa,11125003000 - Imposto sobre a Propriedade Predial e Territorial Urbana - Divida Ativa,Orcamentaria,"R$ 0,00",0.0,"R$ 0,00",0.0,"R$ 64,27",64.27
05/01/2026,10000000000 - Receitas Correntes,"11000000000 - Impostos, Taxas e Contribuicoes de Melhoria",11100000000 - Impostos,11140000000 - Impostos sobre a Producao e Circulacao de Mercadorias e Servicos,11145100000 - Impostos sobre Servicos,11145111000 - Imposto sobre Servicos de Qualquer Natureza - ISSQN - Principal,11145111000 - Imposto sobre Servicos de Qualquer Natureza - ISSQN - Principal,Orcamentaria,"R$ 0,00",0.0,"R$ 0,00",0.0,"R$ 21,12",21.12
05/01/2026,10000000000 - Receitas Correntes,"11000000000 - Impostos, Taxas e Contribuicoes de Melhoria",11100000000 - Impostos,11140000000 - Impostos sobre a Producao e Circulacao de Mercadorias e Servicos,11145100000 - Impostos sobre Servicos,11145111000 - Imposto sobre Servicos de Qualquer Natureza - ISSQN - Principal,11145111000 - Imposto sobre Servicos de Qualquer Natureza - ISSQN - Principal,Orcamentaria,"R$ 0,00",0.0,"R$ 0,00",0.0,"R$ 17,79",17.79
05/01/2026,10000000000 - Receitas Correntes,"11000000000 - Impostos, Taxas e Contribuicoes de Melhoria",11100000000 - Impostos,11140000000 - Impostos sobre a Producao e Circulacao de Mercadorias e Servicos,11145100000 - Impostos sobre Servicos,11145111000 - Imposto sobre Servicos de Qualquer Natureza - ISSQN - Principal,11145111000 - Imposto sobre Servicos de Qualquer Natureza - ISSQN - Principal,Orcamentaria,"R$ 0,00",0.0,"R$ 0,00",0.0,"R$ 12,35",12.35
05/01/2026,10000000000 - Receitas Correntes,"11000000000 - Impostos, Taxas e Contribuicoes de Melhoria",11100000000 - Impostos,11120000000 - Impostos sobre o Patrimonio,11125000000 - Imposto sobre a Propriedade Predial e Territorial Urbana,11125003000 - Imposto sobre a Propriedade Predial e Territorial Urbana - Divida Ativa,11125003000 - Imposto sobre a Propriedade Predial e Territorial Urbana - Divida Ativa,Orcamentaria,"R$ 0,00",0.0,"R$ 0,00",0.0,"R$ 5,35",5.35
05/01/2026,10000000000 - Receitas Correntes,"11000000000 - Impostos, Taxas e Contribuicoes de Melhoria",11100000000 - Impostos,11140000000 - Impostos sobre a Producao e Circulacao de Mercadorias e Servicos,11145100000 - Impostos sobre Servicos,11145112000 - Imposto sobre Servicos de Qualquer Natureza - ISSQN - Multas e Juros de Mora,11145112000 - Imposto sobre Servicos de Qualquer Natureza - ISSQN - Multas e Juros de Mora,Orcamentaria,"R$ 0,00",0.0,"R$ 0,00",0.0,"R$ 3,02",3.02
05/01/2026,10000000000 - Receitas Correntes,"11000000000 - Impostos, Taxas e Contribuicoes de Melhoria",11100000000 - Impostos,11140000000 - Impostos sobre a Producao e Circulacao de Mercadorias e Servicos,11145100000 - Impostos sobre Servicos,11145112000 - Imposto sobre Servicos de Qualquer Natureza - ISSQN - Multas e Juros de Mora,11145112000 - Imposto sobre Servicos de Qualquer Natureza - ISSQN - Multas e Juros de Mora,Orcamentaria,"R$ 0,00",0.0,"R$ 0,00",0.0,"R$ 7,14",7.14
05/01/2026,10000000000 - Receitas Correntes,"11000000000 - Impostos, Taxas e Contribuicoes de Melhoria",11100000000 - Impostos,11120000000 - Impostos sobre o Patrimonio,11125000000 - Imposto sobre a Propriedade Predial e Territorial Urbana,11125004000 - Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros de Mora da Divida Ativa,11125004000 - Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros de Mora da Divida Ativa,Orcamentaria,"R$ 0,00",0.0,"R$ 0,00",0.0,"R$ 14,91",14.91
05/01/2026,10000000000 - Receitas Correntes,"11000000000 - Impostos, Taxas e Contribuicoes de Melhoria",11100000000 - Impostos,11120000000 - Impostos sobre o Patrimonio,11125000000 - Imposto sobre a Propriedade Predial e Territorial Urbana,11125004000 - Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros de Mora da Divida Ativa,11125004000 - Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros de Mora da Divida Ativa,Orcamentaria,"R$ 0,00",0.0,"R$ 0,00",0.0,"R$ 9,55",9.55
05/01/2026,10000000000 - Receitas Correntes,"11000000000 - Impostos, Taxas e Contribuicoes de Melhoria",11100000000 - Impostos,11130000000 - Impostos sobre a Renda e Proventos de Qualquer Natureza,11130300000 - Imposto sobre a Renda - Retido na Fonte,11130341000 - Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal,11130341000 - Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal,Orcamentaria,"R$ 324.500,00",324500.0,"R$ 324.500,00",324500.0,"R$ 3,90",3.9
05/01/2026,10000000000 - Receitas Correntes,"11000000000 - Impostos, Taxas e Contribuicoes de Melhoria",11100000000 - Impostos,11130000000 - Impostos sobre a Renda e Proventos de Qualquer Natureza,11130300000 - Imposto sobre a Renda - Retido na Fonte,11130341000 - Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal,11130341000 - Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal,Orcamentaria,"R$ 40.560,52",40560.52,"R$ 40.560,52",40560.52,"R$ 1,06",1.06
05/01/2026,10000000000 - Receitas Correntes,"11000000000 - Impostos, Taxas e Contribuicoes de Melhoria",11100000000 - Impostos,11130000000 - Impostos sobre a Renda e Proventos de Qualquer Natureza,11130300000 - Imposto sobre a Renda - Retido na Fonte,11130341000 - Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal,11130341000 - Imposto sobre a Renda - Retido na Fonte - Outros Rendimentos - Principal,Orcamentaria,"R$ 184.939,48",184939.48,"R$ 184.939,48",184939.48,"R$ 1,66",1.66
05/01/2026,10000000000 - Receitas Correntes,"11000000000 - Impostos, Taxas e Contribuicoes de Melhoria",11100000000 - Impostos,11120000000 - Impostos sobre o Patrimonio,11125000000 - Imposto sobre a Propriedade Predial e Territorial Urbana,11125003000 - Imposto sobre a Propriedade Predial e Territorial Urbana - Divida Ativa,11125003000 - Imposto sobre a Propriedade Predial e Territorial Urbana - Divida Ativa,Orcamentaria,"R$ 0,00",0.0,"R$ 0,00",0.0,"R$ 8,35",8.35
05/01/2026,10000000000 - Receitas Correntes,"11000000000 - Impostos, Taxas e Contribuicoes de Melhoria",11100000000 - Impostos,11120000000 - Impostos sobre o Patrimonio,11125000000 - Imposto sobre a Propriedade Predial e Territorial Urbana,11125004000 - Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros de Mora da Divida Ativa,11125004000 - Imposto sobre a Propriedade Predial e Territorial Urbana - Multas e Juros de Mora da Divida Ativa,Orcamentaria,"R$ 0,00",0.0,"R$ 0,00",0.0,"R$ 35,20",35.2
05/01/2026,10000000000 - Receitas Correntes,"11000000000 - Impostos, Taxas e Contribuicoes de Melhoria",11100000000 - Impostos,11140000000 - Impostos sobre a Producao e Circulacao de Mercadorias e Servicos,11145100000 - Impostos sobre Servicos,11145112000 - Imposto sobre Servicos de Qualquer Natureza - ISSQN - Multas e Juros de Mora,11145112000 - Imposto sobre Servicos de Qualquer Natureza - ISSQN - Multas e Juros de Mora,Orcamentaria,"R$ 0,00",0.0,"R$ 0,00",0.0,"R$ 1,93",1.93
05/01/2026,10000000000 - Receitas Correntes,"11000000000 - Impostos, Taxas e Contribuicoes de Melhoria",11200000000 - Taxas,11220000000 - Taxas pela Prestacao de Servicos,11220100000 - Taxas pela Prestacao de Servicos em Geral,11220101000 - Taxas pela Prestacao de Servicos em Geral - Principal,11220101001 - Taxas de Cemiterio,Orcamentaria,"R$ 0,00",0.0,"R$ 0,00",0.0,"R$ 862,02",862.02
06/01/2026,10000000000 - Receitas Correntes,"11000000000 - Impostos, Taxas e Contribuicoes de Melhoria",11100000000 - Impostos,11120000000 - Impostos sobre o Patrimonio,11125000000 - Imposto sobre a Propriedade Predial e Territorial Urbana,11125003000 - Imposto sobre a Propriedade Predial e Territorial Urbana - Divida Ativa,11125003000 - Imposto sobre a Propriedade Predial e Territorial Urbana - Divida Ativa,Orcamentaria,"R$ 0,00",0.0,"R$ 0,00",0.0,"R$ 1.686,89",1686.89
06/01/2026,10000000000 - Receitas Correntes,"11000000000 - Impostos, Taxas e Contribuicoes de Melhoria",11100000000 - Impostos,11120000000 - Impostos sobre o Patrimonio,11125300000 - Impostos sobre Transmissao Inter Vivos de Bens Imoveis e de Direitos Reais sobre Imoveis,11125301000 - Impost.sobre Transm.Int.Vivos de Bens Imoveis e de Direit.Reais sobre Imoveis-Principal,11125301000 - Impost.sobre Transm.Int.Vivos de Bens Imoveis e de Direit.Reais sobre Imoveis-Principal,Orcamentaria,"R$ 0,00",0.0,"R$ 0,00",0.0,"R$ 381,42",381.42
06/01/2026,10000000000 - Receitas Correntes,"11000000000 - Impostos, Taxas e Contribuicoes de Melhoria",11100000000 - Impostos,11140000000 - Impostos sobre a Producao e Circulacao de Mercadorias e Servicos,11145100000 - Impostos sobre Servicos,11145111000 - Imposto sobre Servicos de Qualquer Natureza - ISSQN - Principal,11145111000 - Imposto sobre Servicos de Qualquer Natureza - ISSQN - Principal,Orcamentaria,"R$ 0,00",0.0,"R$ 0,00",0.0,"R$ 250,31",250.31
06/01/2026,10000000000 - Receitas Correntes,"11000000000 - Impostos, Taxas e Contribuicoes de Melhoria",11100000000 - Impostos,11140000000 - Impostos sobre a Producao e Circulacao de Mercadorias e Servicos,11145100000 - Impostos sobre Servicos,11145111000 - Imposto sobre Servicos de Qualquer Natureza - ISSQN - Principal,11145111000 - Imposto sobre Servicos de Qualquer Natureza - ISSQN - Principal,Orcamentaria,"R$ 0,00",0.0,"R$ 0,00",0.0,"R$ 210,80",210.8
06/01/2026,10000000000 - Receitas Correntes,"11000000000 - Impostos, Taxas e Contribuicoes de Melhoria",11100000000 - Impostos,11120000000 - Impostos sobre o Patrimonio,11125300000 - Impostos sobre Transmissao Inter Vivos de Bens Imoveis e de Direitos Reais sobre Imoveis,11125301000 - Impost.sobre Transm.Int.Vivos de Bens Imoveis e de Direit.Reais sobre Imoveis-Principal,11125301000 - Impost.sobre Transm.Int.Vivos de Bens Imoveis e de Direit.Reais sobre Imoveis-Principal,Orcamentaria,"R$ 0,00",0.0,"R$ 0,00",0.0,"R$ 69,69",69.69
06/01/2026,10000000000 - Receitas Correntes,"11000000000 - Impostos, Taxas e Contribuicoes de Melhoria",11100000000 - Impostos,11140000000 - Impostos sobre a Producao e Circulacao de Mercadorias e Servicos,11145100000 - Impostos sobre Servicos,11145111000 - Imposto sobre Servicos de Qualquer Natureza - ISSQN - Principal,11145111000 - Imposto sobre Servicos de Qualquer Natureza - ISSQN - Principal,Orcamentaria,"R$ 0,00",0.0,"R$ 0,00",0.0,"R$ 146,38",146.38
06/01/2026,10000000000 - Receitas Correntes,"11000000000 - Impostos, Taxas e Contribuicoes de Melhoria",11100000000 - Impostos,11120000000 - Impostos sobre o Patrimonio,11125000000 - Imposto sobre a Propriedade Predial e Territorial Urbana,11125003000 - Imposto sobre a Propriedade Predial e Territorial Urbana - Divida Ativa,11125003000 - Imposto sobre a Propriedade Predial e Territorial Urbana - Divida Ativa,Orcamentaria,"R$ 0,00",0.0,"R$ 0,00",0.0,"R$ 140,34",140.34
06/01/2026,10000000000 - Receitas Correntes,"11000000000 - Impostos, Taxas e Contribuicoes de Melhoria",11100000000 - Impostos,11140000000 - Impostos sobre a Producao e Circulacao de Mercadorias e Servicos,11145100000 - Impostos sobre Servicos,11145112000 - Imposto sobre Servicos de Qualquer Natureza - ISSQN - Multas e Juros de Mora,11145112000 - Imposto sobre Servicos de Qualquer Natureza - ISSQN - Multas e Juros de Mora,Orcamentaria,"R$ 0,00",0.0,"R$ 0,00",0.0,"R$ 22,66",22.66
06/01/2026,10000000000 - Receitas Correntes,"11000000000 - Impostos, Taxas e Contribuicoes de Melhoria",11200000000 - Taxas,11220000000 - Taxas pela Prestacao de Servicos,11220100000 - Taxas pela Prestacao de Servicos em Geral,11220101000 - Taxas pela Prestacao de Servicos em Geral - Principal,11220101007 - Outras Taxas pela Prestacao de Servicos,Orcamentaria,"R$ 0,00",0.0,"R$ 0,00",0.0,"R$ 55,81",55.81
06/01/2026,10000000000 - Receitas Correntes,"11000000000 - Impostos, Taxas e Contribuicoes de Melhoria",11100000000 - Impostos,11140000000 - Impostos sobre a Producao e Circulacao de Mercadorias e Servicos,11145100000 - Impostos sobre Servicos,11145112000 - Imposto sobre Servicos de Qualquer Natureza - ISSQN - Multas e Juros de Mora,11145112000 - Imposto sobre Servicos de Qualquer Natureza - ISSQN - Multas e Juros de Mora,Orcamentaria,"R$ 0,00",0.0,"R$ 0,00",0.0,"R$ 53,49",53.49
